note	book	page	result	score	quote
Mustafa Sabri Efendi.md	Şahbaba (Murat Bardakçı)	p. 688	unmatched	0	Milli Mücadele'ye kar#l bu diGman11É1, Mustafa Sabri Efendi'yi "istifa Ediyorum"
Mustafa Sabri Efendi.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 193	unmatched	0	Hükümet Üyeleri219 Nonrlar Sadrazam Seyhülislam 'jra-Yl Devlet Reisi Dahiliye Na
Mustafa Sabri Efendi.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 207	unmatched	0	Hükümet Üyeleri227 Namrlar Sadrazam $eyhülislam Devlet Reisi Dahiliye Nann Horic
Mustafa Suphi.md	Enver (Murat Bardakçı)	p. 225	updated		...Bolşevikler, Mustafa Suphi ve emsali ile yapamadığı Anadolu kızıl inkılabını  → Bolşevikler, Mustafa Suphi ve emsali ile yapamadığı Anadolu kızıl inkılabını Env
Mustafa Suphi.md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 334	updated		"8 İlk Öncüler: Edhem Nejat, Mustafa Suphi, Muhiddin Jön Türk Devrimi ertesi koo → 8 İlk Öncüler: Edhem Nejat, Mustafa Suphi, Muhiddin Jön Türk Devrimi ertesi koop
Mustafa Suphi.md	Enver (Murat Bardakçı)	p. 225	updated		...Bolşevikler, Mustafa Suphi ve emsali ile yapamadığı Anadolu kızıl inkılabını  → Bolşevikler, Mustafa Suphi ve emsali ile yapamadığı Anadolu kızıl inkılabını Env
Mustafa Suphi.md	Enver (Murat Bardakçı)	p. 306	updated		Savaş senelerinde Teşkilât-1 Mahsusa tarafından yollanan yahut askerî danişman o → Savaş senelerinde Teşkilât-1 Mahsusa tarafından yollanan yahut askerî danişman o
Nemrut Mustafa Paşa.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 30	updated		tanbul'da bakanlığın Nemrud Mustafa Paşa'nın yaptığ divan-1 harpte Ermeniler'e k → tanbul'da bakanlığın Nemrud Mustafa Paşa'nın yaptığ divan-1 harpte Ermeniler'e k
Nuri Said.md	Arap İsyanı 1916-1918 (David Murphy)	p. 81	unmatched	0	Onun kurmay reisi Nuri es-Said de bilahare ı4 seferden az olmamak kaydıyla Irak 
Nuri Said.md	Arap İsyanı 1916-1918 (David Murphy)	p. 69	unmatched	0	Fakat Arap ordusundaki kimi kıdemli subaylar (bunların arasında Nuri es-Said de 
Nuri Said.md	Arap İsyanı 1916-1918 (David Murphy)	p. 81	unmatched	0	Onun kurmay reisi Nuri es-Said de bilahare ı4 seferden az olmamak kaydıyla Irak 
Rauf Orbay.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 223	updated		HÜKÜMET PROGRAMLARININ MECLiS-i MEBUSAN'DAKi YANKILARI 279 Rauf Bey, Musul'un, A → Rauf Bey, Musul’un, Adana, Ízmir ve çevresinin Balıkesir ve Ayvalık’ın mütareke 
Rauf Orbay.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 92	unmatched	0	Enver Paşa İsmail Bey Rıfat Paşa Rauf Bey Necmeddin Bey Cavid Bey Cahid Bey Hacı
Rauf Orbay.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 92	unmatched	0	Enver Paşa Talât Paşa Hakkı Paşa Rauf Bey Necmeddin Bey Cavid Bey Cahid Bey Hacı
Rauf Orbay.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 460	unmatched	62	Yazida gec;en "Sivas kuzulan" ibaresi ile Sivas'tan milletvekili sec;ilen Rauf B
Rauf Orbay.md	İç Savaş ve Sevr'de Ölüm (Sina Akşin)	p. 450	unmatched	83	440 iÇ SAV� VE SEVR'DE Ot.OM Rauf Bey bkz. Orbay, Rauf Recep Paşa 1 7 Recep Seza
Rauf Orbay.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 260	unmatched	0	Hani boguzandan o'an dii Sarwuoia gidiyurmu%oradakirnerkEEde pj"aea.kmv. Neyse. 
Refet Bele.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 243	unmatched	0	Celalettin Arif Bey Gmi Bey Hakkl Behig Bey Nönm Bey Refet Bey Bekir Sami Bey Ha
Refet Bele.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 249	unmatched	0	Naha V. iktisat Vekili Fevzi Pag Refet Bey Kinm Bey (elalettin Arif Bey Refik Se
Refet Bele.md	Şahbaba (Murat Bardakçı)	p. 122	updated		Sonraki senelerin mefhur Refet Pa$sl, o günlerin Mira. lay Refet Bey'i... Davetl → Sonraki senelerin nehir Refet Paşa'sı, o günlerin Miralay Refet Bey’i... Davetli
Refet Bele.md	Şahbaba (Murat Bardakçı)	p. 243	updated		Refet Pasa, Hariciye Nazim Izzet Pa;a'ya srralad1É1 maddelerin yerine getirilmes → Refet Paşa, Hariciye Nazır İzistemişti. Şahbaba, Refet Paşa'nın İstanbul'a geliş
Refet Bele.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 73	unmatched	0	Pazarköy Mustafa Kemal 3 Bey Gemlik Kerami Bey 2 Hüsnü Mudanya Hüsnü Bey 2 Karac
Refik Halid.md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 622	unmatched	0	Daha hayata yeni doğan Diken kari'lerinden gördüğü kevkalade teveccühe liyakatın
Refik Halid.md	Şahbaba (Murat Bardakçı)	p. 114	updated		Refik Halid Bey telgrafi Dahiliye Nazm Mehmed Ali Beye götürdü. Ve nazrr, tariht → Refik Halid Bey telgraf Dahiliye Nazır Mehmed Ali Bey'e götürdü. Ve nazır, tarih
Refik Halid.md	Şahbaba (Murat Bardakçı)	p. 589	updated		Aradan seneler gegti, 150'Iikler affedildi ve Refik Halid de Türkiye'ye döndü, h → ve kıymetsiz makalelerin Refik Halid bu satrlarn 1926'da, sürgünde yazmıştı. Ara
Refik Halid.md	İç Savaş ve Sevr'de Ölüm (Sina Akşin)	p. 379	updated		Karay, Refik Halit, Minelbab llelmihrab (İstanbul, inkılap ve Aka, 1964). Kedour → Karay, Refik Halit, Minelbab llelmihrab (İstanbul, inkılap ve Aka, 1964). Kedour
Rıza Nur.md	Şahbaba (Murat Bardakçı)	p. 552	updated		Riza Nur Befin "Onu kapnp ling etmek doÉru olmaz, fakat kaønp Anadolu'ya götürme → Rıza Nur Bey'in “Onu kaçırıp linç etmek doğru olmaz, fakat kaçırıp Anadolu’ya gö
Rıza Nur.md	Şahbaba (Murat Bardakçı)	p. 552	updated		Riza Nur Befin "Onu kapnp ling etmek doÉru olmaz, fakat kaønp Anadolu'ya götürme → Rıza Nur Bey'in “Onu kaçırıp linç etmek doğru olmaz, fakat kaçırıp Anadolu’ya gö
Rıza Nur.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 58	updated		Riza Nur Bey tRhminen bes bin marka ivi yakast kara dav siy:h quke hir kurk ajmv → Rıza Nur Bey tahminen beş bin marka içi biye yakas kara samur, diği siyah çuka b
Rıza Nur.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 112	updated		Orade ademca#z isGL;syonda vagonda idi taket vagon da,Érusu vagon salon.lardun N → adamcağız istasyonda vagonda idi fakat vagon doğrusu bizim vagon salonlardan mük
Rıza Nur.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 118	updated		Orada Anadolu hey'ctinå ettik. trenin hazeketi iken, dokuz.u zee-igi haldc hill  → Fakat trenin hareketi sekiz iken, dokuzu geçtigi halde hala hareket görülmediğin
Rıza Tevfik.md	Şahbaba (Murat Bardakçı)	p. 190	updated		Meselå Sevr Andla#masl'na imza koyanlardan biri Olan Riza Tevfik, Ferid Pa#a'mn  → Meselâ Sevr Andlaşması'na imza koyanlardan biri olan Rıza Tevfik, Ferid Paşa'nın
Rıza Tevfik.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 185	unmatched	0	…lla Bey* * Mustafa Arif Bey Ahmet izzed Pasa** Re;id Bey Mustafa Resit Pasa Mus
Rıza Tevfik.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 193	unmatched	0	…azam Seyhülislam 'jra-Yl Devlet Reisi Dahiliye Nann Hariciye Nazm Harbiye Nanti
Rıza Tevfik.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 207	unmatched	0	…yhülislam Devlet Reisi Dahiliye Nann Horiciye Nann Harbiye Nann Bahriye Nonn Ad
Rıza Tevfik.md	Talat Paşa'nın Anıları (Talat Paşa)	p. 177	updated		IrrinatciLar — Ikinci Megrutiyet’in ilk giinlerinde goniillii olarak Istanbul’un → IıhatςıLAR – İkinci Meşrutiyet’in ilk günlerinde gönüllü ola- İttihad ve Terakki
Sait Molla.md	Şahbaba (Murat Bardakçı)	p. 230	updated		Meselâ Ingiliz Muhibler Cemiyetinin reisi Said Molla, Ingiliz Yüksek Komiseri Ru → Meselâ Ingiliz Muhibler Cemiyetinin reisi Said Molla, Ingiliz Yüksek Komiseri Ru
Salih Hulusi Paşa.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 83	unmatched	0	Hükümet Üyeleri129 Nanrlar Sadrazøm Seyhülislom Harbiye Naziri Hariciye Nauti Ad
Salih Hulusi Paşa.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 210	unmatched	0	… Pasa Ra;id Bey Mustafa Arif Bey* Abdullah Bey Said Bey Abdullah Bey Ali Riza P
Salih Hulusi Paşa.md	Kılıç Ali'nin Anıları (Kılıç Ali)	p. 139	unmatched	0	İzzet ve Salih Paşalarla heyetin di�ı:r üyeleri, basın aracılığıyla, Kuva-yı Mil
Salih Hulusi Paşa.md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 116	unmatched	0	Avangard Mirliva Hüseyin Pasa ,.._. {Arabistan) Kars Mirliva Şükrü Pasa Mirliva 
Soghomon Tehlirian.md	Enver (Murat Bardakçı)	p. 233	unmatched	0	• ' ıı l ı ı ı ı ı N ı ı t a l ı , l�l'llw n i l!'l w ı rı ı ı i ı ı ı ı ı ı ıı 
Vladimir Lenin.md	Enver (Murat Bardakçı)	p. 228	updated		...Ben komünist olmadığım için ve benim yüzümden Avrupa Bolşevikler'e epeyce taa → Ben komünist olmadığım için ve benim yüzümden Avrupa Bolşevikler'e epeyce taarru
Vladimir Lenin.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 109	unmatched	71	Nilzun, Fanni Kaplan admdaki Musevi lozm Moskova'da 30 Agustos 1918 gl1m1 Lenin'
Vladimir Lenin.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 64	updated		Lenin bariciye ve dåhiji&E halckLfida Türkiye Rus Milleti ile gidebilecek oldugu → söyledi. Türkiye Milleti'nin Rus Milleti ile beraber gidebilecek yegane millet o
Vladimir Lenin.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 109	unmatched	0	EB.kAt bize Lenin Vé Stalin (M.il.létlet' YI*k. •Heyv,.lt h.iz* *ekiinde id"'tnä
Woodrow Wilson.md	Şahbaba (Murat Bardakçı)	p. 119	updated		Wilson icin aym Italya konusunda da gegerliydi. Yaymlad1É1 prensiplere ve millet → İzmir'di, Rum nüfus diğer bölgelerde azınlıktaydı ve dolayısıyla Anadolu'dan top
Woodrow Wilson.md	Arap İsyanı 1916-1918 (David Murphy)	p. 19	unmatched	0	Haziran ı9ı6'da sabık Sudan valilerinden Albay Cyril Wilson (ı873-ı938) "hac sub
Woodrow Wilson.md	Arap İsyanı 1916-1918 (David Murphy)	p. 19	unmatched	0	Wilson, Cidde'deki İngiliz misyonunun başına geçerek hem Haşimi liderlerle dirse
Yunus Nadi.md	Şahbaba (Murat Bardakçı)	p. 650	unmatched	62	Pa}a'nm Yüce Divan'a gevkedilmesi karanm veren Meclis'in Anayaga ve Adalet Komig
Yunus Nadi.md	Şahbaba (Murat Bardakçı)	p. 656	updated		Boğazı’nda oniki tabur, yani toplam olarak yedi-sekiz bin tüfekten ve bir miktar → Boğazı’nda oniki tabur, yani toplam olarak yedi-sekiz bin tüfekten ve bir miktar
Yusuf Kemal Tengirşenk.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 243	unmatched	0	Yusuf Kemal Bey Sihhiye Vekili Erkan-I Harbiye Umum Reisi Dr.Adnan Bey ismet Bey
Yusuf Kemal Tengirşenk.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 249	unmatched	0	Naha V. iktisat Vekili Fevzi Pag Refet Bey Kinm Bey (elalettin Arif Bey Refik Se
Yusuf Kemal Tengirşenk.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 58	updated		FevkEd5de Sefiri geldi Ajmunyad&ki ha.kkmda görü*luk. culüsunu. muahedat akd.ini → cailûsunu, sonra muahedat akdini ve konsolosluklar tesisini, o ana kadar vekalet
İbn Suud.md	Osmanlı İmparatorluğu Tarihi (Robert Mantran)	p. 530	updated		Hareketi, Necid emiri İbni Suud alabildiğine benimser ve Osmanlılara karşı silah → Hareketi, Necid emiri İbni Suud alabildiğine benimser ve Osmanlılara karşı silah
İbn Suud.md	Osmanlı İmparatorluğu Tarihi (Robert Mantran)	p. 530	updated		Hareketi, Necid emiri İbni Suud alabildiğine benimser ve Osmanlılara karşı silah → Hareketi, Necid emiri İbni Suud alabildiğine benimser ve Osmanlılara karşı silah
İbn Suud.md	Arap İsyanı 1916-1918 (David Murphy)	p. 92	unmatched	0	DİZİN İllüstrasyon sayfaları koyu renk ileyazılmıştır. Abdülaziz bin Suud 7 Abdü
İsmet İnönü.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 166	unmatched	0	158 CUMHURIYET'IN ÇINLI MiSAFiRLERi fjtWj � �tp lltil'oa F ı:ı •M$�Hl*m Yısimeip
Afyon.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 244	unmatched	0	İnebolu, Kastamonu, Çankırı, Ankara, Akşehir, Afyon, İzmir'e kadar Anadolu'nun ç
Afyon.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 245	updated		Sorulanlara karşılık vermezse (Çorum, Çankırı, Afyon, Kayseri, Mara, Merzifon, D → Sorulanlara karşılık vermezse (Çorum, Çankırı, Afyon, Kayseri, Mara, Merzifon, D
Afyon.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 373	updated		Para denilen mel'ún ve bence kaymetsiz birşey için masum hayatı heder edilmiş ol → Para denilen mel'ún ve bence kaymetsiz birşey için masum hayatı heder edilmiş ol
Afyon.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 288	updated		Fakat $jnd.ilik huna imkån giirmi,iyua-um- Binaenaleyh bu k.l$ Yunanhlar, Eski9e → imkân görmüyorum. Binaenaleyh bu kuş Yunanlılar, Eskişehir - Afyonkarahisar hatt
Amasya.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 249	unmatched	0	…an Fehmi Bey Hamdullah Suphi B Hamdullah Suphi B Mehmet Vehbi Bey Omer Lütfij B
Amasya.md	Balkan Harbi'nde Ulaştırma (Bülent Durgun)	p. 141	unmatched	0	Bu esnada da Amasya Tümeni'nin 6 taburu yandan çevirmek için Midye'de karaya çık
Ankara.md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 142	updated		Abidin Paﬂa Ankara’ya demiryolu ulaﬂmadan baz› altyap›sal tesisleri ve karayolu  → Abidin Paşa Ankara’ya demiryolu ulaşmadan bazı altyapısal tesisleri ve karayolu 
Ankara.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 97	updated		Conki Ankara Hukugtieti nanuna revni hirva*ifem beraber belki Anka,n$dakilerin l → hursanu arturmaktan başka birseye yaramaz. Ko, memleket feláh bulsun da bunda be
Ankara.md	Hobart Paşa'nın Anıları (Augustus C. Hobart-Hampden)	p. 317	updated		Yuluğ Tekin Kurat, Ankara Üniversitesi Tarih Araştırmaları Dergisi (1, 1963 ). Ç → Yuluğ Tekin Kurat, Ankara Üniversitesi Tarih Araştırmaları Dergisi (1, 1963 ). Ç
Eskişehir.md	İttihad ve Terakki Yargılamaları III (Erol Şadi Erdinç)	p. 711	updated		senden evvel kim vardı? - Şevki Bey vardı efendim. - Şevki Bey kimdir? - Oranın  → senden evvel kim vardı? - Şevki Bey vardı efendim. - Şevki Bey kimdir? - Oranın 
Eskişehir.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 66	updated		Mâmuretülâziz Yozgat Aydın Selanik Konya Dersaadet Diyarbekir Edirne Kastamonu Ç → Mâmuretülâziz Yozgat Aydın Selanik Konya Dersaadet Diyarbekir Edirne Kastamonu Ç
Eskişehir.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 69	updated		Yabancı Ermeniler'in Adana 1570 Halep Hüdâvendigâr Maraş Kayseri Konya izmit Erz → Yabancı Ermeniler'in Adana 1570 Halep Hüdâvendigâr Maraş Kayseri Konya izmit Erz
Eskişehir.md	Balkan Harbi'nde Ulaştırma (Bülent Durgun)	p. 220	updated		Nüzhet, 1912 Balkan Harbinde Sevkıyat ve .. . , s. l l ; "Anadolu Osmanlı Demiry → Nüzhet, 1912 Balkan Harbinde Sevkıyat ve .. . , s. l l ; "Anadolu Osmanlı Demiry
Eskişehir.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 164	unmatched	0	…lgaristan s•� Baiyefu Peteff !JJ±tı.:m Jiaoturuantian Kilil toprak 1iiJm Henan 
Irak.md	Şahbaba (Murat Bardakçı)	p. 522	updated		Sultan’ın eşi Prens Muhammed Ali İbrahim, oğlu Prens Ahmed Rıfat İbrahim, Prens  → Sultan’ın eşi Prens Muhammed Ali İbrahim, oğlu Prens Ahmed Rıfat İbrahim, Prens 
Irak.md	Son Osmanlılar (Murat Bardakçı)	p. 146	updated		Mümessilimizin Irak'a giderek önce lazım gelen tahkikatı yapıp hisselerimizi ala → Mümessilimizin Irak'a giderek önce lazım gelen tahkikatı yapıp hisselerimizi ala
Irak.md	Enver (Murat Bardakçı)	p. 135	unmatched	0	Irak'ın güneyini, ı l ı ı ı ı ı t.dı•n Ürdün Nehri'ne uzanan bölgeyi ve Hayfa il
Irak.md	Tarih Boyunca Türk Atasözleri (Aydın Oy)	p. 21	unmatched	0	Bu adları bir listeyle verelim : Xohoono T akmak Ülgercomak Takpak Söspek Makal 
Irak.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 165	unmatched	0	…diweigongsi Luote Simina Bagushan Dianayuchi Lulafanqiao Gukadediguo Bideleigon
Irak.md	İttihad ve Terakki Yargılamaları III (Erol Şadi Erdinç)	p. 312	updated		"İsticvab ediniz efendim" diyor - İttihad ve Terakki'nin mevcudiyeti etrafında - → İsticvab ediniz efendim" diyor - İttihad ve Terakki'nin mevcudiyeti etrafında - 
Irak.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 214	updated		Bu yoksuzlueu eidertneye yardvrn Her tarafru Oper„ yavrulanrnla birlikte kucakla → et. Her tarafına öper, yavrulanmla birlikte kucaklarm. Enver'in Ali 117 Moskova,
Irak.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 294	updated		295 Y arorayu Bu ada.nu Irak ntuherebÜUrvdL* daha doerusu kaqtl#lndan idam edi]e → kaybettiğinden, daha doğrusu kaçtığından idam edilecek iken Halil kendisi kurtar
Irak.md	Arap İsyanı 1916-1918 (David Murphy)	p. 81	unmatched	0	Onun kurmay reisi Nuri es-Said de bilahare ı4 seferden az olmamak kaydıyla Irak 
Kilikya.md	Şahbaba (Murat Bardakçı)	p. 80	updated		Yeni sultamn "Türkiye Asyasz" devleti Suriye, Filistin, Irak, Arabistan ve Kilik → Yeni sultanın “Türkiye Asyast" devleti Suriye, Filistin, Irak, Arabistan ve Kili
Kütahya.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 60	unmatched	0	Tehcirin bazı vilayetlere ve livalara göre dağılımı Ġzmit Mustasarrıflığı Livası
Kütahya.md	Enver (Murat Bardakçı)	p. 263	unmatched	0	… f ı ı n •l i 1\ ( ıı�t·ın i l itcri Saffet Bey'in göı ı · l ı • ı ı d ı ri l d
Kütahya.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 187	updated		O ak*am konvulameml*, günki Muslafa Kemal ismetle evvoEi tstemi*. halbuki ve Edh → Paşa, Ismet'le evvela görüsmek istemiş; halbuki Reşid ve Edhem korkmuglar, "Bizi
Kütahya.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 298	updated		Arda*ilan biziankiler Eski$hir'i cenuptan oevirmek, yeni Yunenh]aF1 Kütahya hatt → Anlaçalan bizimkiler Eskigehiri cenuptan çevirmek, yani Yunanlıları Kütahya hatt
Malta.md	Şahbaba (Murat Bardakçı)	p. 279	updated		Sultan Vahideddin'in Malta'ya ayak bastlÉ1 20 Kasrm 1922 Pazartesi günü Türk Tar → Sultan Vahideddin’in Malta'ya ayak bastığn 20 Kasım 1922 Pazartesi zan'da bariş 
Malta.md	Şahbaba (Murat Bardakçı)	p. 279	updated		Sultan Vahideddin'in Malta'ya ayak bastlÉ1 20 Kasrm 1922 Pazartesi günü Türk Tar → Sultan Vahideddin’in Malta'ya ayak bastığn 20 Kasım 1922 Pazartesi zan'da bariş 
Malta.md	Şahbaba (Murat Bardakçı)	p. 288	updated		Sultan Vahideddin'in Malta'dan Hicaz'a gitme karan en gok ingiltere'yi memnun et → Sultan Vahideddin'in Malta'dan Hicaz’a gitme karar en çok İngiltere'yi memnun et
Malta.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 363	updated		yaparak savaştan ayrılmalan teklifini ise reddetmiti. İttihad ve Terakki'nin ikt → yaparak savaştan ayrılmalan teklifini ise reddetmiti. İttihad ve Terakki'nin ikt
Malta.md	Enver (Murat Bardakçı)	p. 227	unmatched	0	…Kafkasya'ya, Kafkas 1 l lı ı ı ı 01'C l t ıHu'na gitti ve yarbaylıktan paşalığa
Malta.md	Türkiye'de Beş Yıl (Liman von Sanders)	p. 488	unmatched	0	Türkler arasında "Liman Paşa " adıyla anılan von Sanders, Malta sürgünlüğü sıras
Maraş.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 245	updated		Evine ya da doğduğu yere gitmek isterse (Gaziantep³, Kayseri, Mara, Çankırı, Siv → Evine ya da doğduğu yere gitmek isterse (Gaziantep³, Kayseri, Mara, Çankırı, Siv
Maraş.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 245	updated		Sorulanlara karşılık vermezse (Çorum, Çankırı, Afyon, Kayseri, Mara, Merzifon, D → Sorulanlara karşılık vermezse (Çorum, Çankırı, Afyon, Kayseri, Mara, Merzifon, D
Maraş.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 66	updated		Diyarbekir Edirne Kastamonu Çorum 948 9045 Yekunu-ı umumi Beyrut Vilayeti Beyrut → Diyarbekir Edirne Kastamonu Çorum 948 9045 Yekunu-ı umumi Beyrut Vilayeti Beyrut
Maraş.md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 491	unmatched	0	…ITIKASI VE SPEKÜLASYON 457 Tablo XXI il: 1 9 1 3 yılı Mart, Nisan, Mayıs ayları
Maraş.md	İttihad ve Terakki Yargılamaları I (Erol Şadi Erdinç)	p. 437	updated		evvel 1334 [19 Aralık 1 9 1 8] İctimada mevcfıd a'za: Reis: Abdullah Azmi Efendi → evvel 1334 [19 Aralık 1 9 1 8] İctimada mevcfıd a'za: Reis: Abdullah Azmi Efendi
Moskova.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 100	updated		Eger San Sultan1miz'm dort saat siiren ve Moskova'da herkesi giildiiren nutk-1 b → e n süren ve Moskova’da herkesi güldüren nutk-1 beliğleri veçhile Ankara'nın kab
Moskova.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 145	unmatched	0	146 80 1921 Pek N nciyecigizn! yatmazdan bilim bak (bur*dn Qumrtedam* derler) Mo
Moskova.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 149	updated		81 Moskova. 18 Nisan 1921 Denim *ker Naciyemiim, tohum, efendim, her€eyim! sauri → 81 Moskova, 18 Nisan 1921 Benim şeker Naciyeciğim, ruhum, efendim, herçeyim! Art
Moskova.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 220	updated		Simdi bitirip giyerek Föyie•e oturuyorum, yamyon.l.m, Moskova art:vk Ihgrusu cem → başlıyor. Doğrusu su cemiyet işi bir mecrá-1 tabiisini alsa da, ben bu büro işle
Moskova.md	Avrupa'da Müslümanlar (Lucette Valensi)	p. 198	unmatched	0	Seyahat- .::nin - .i'da, farklı aşamaları hep beş ay Moskova'da, kısa sürdü, üç 
Musul.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 223	updated		HÜKÜMET PROGRAMLARININ MECLiS-i MEBUSAN'DAKi YANKILARI 279 Rauf Bey, Musul'un, A → Rauf Bey, Musul’un, Adana, Ízmir ve çevresinin Balıkesir ve Ayvalık’ın mütareke 
